language_prediction,language_prediction_en,language_prediction_mixed,language_prediction_other,language_prediction_punc,language_prediction_sw,letterCase,nextEnScore,nextMixedScore,nextOtherScore,nextSwScore,prevEnScore,prevMixedScore,prevOtherScore,prevSwScore,swRegex,text
sw,0.002979445,4.01E-05,1.09E-04,4.67E-07,0.996870669,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.013887816,1.12E-05,0.007886612,0.97821435,1,#atakusaidia#
punc,6.62E-07,7.57E-05,2.80E-05,0.999039025,8.57E-04,numsym,0.169101563,0.090024005,2.24E-04,0.740650593,0.018012786,5.89E-05,6.60E-05,0.981862398,0,#.#
sw,0.413852541,0.057124597,3.11E-04,2.49E-05,0.528686912,,0.363428447,7.83E-06,1.08E-04,0.63645548,0,0,0,0,,Post:10496017
sw,0.016419019,1.31E-05,1.54E-04,7.03E-06,0.983407,initcap,5.30E-06,1.82E-04,6.64E-04,0.999148352,0,0,0,0,1,#tanzania#
sw,5.40E-06,8.87E-05,9.65E-04,3.78E-07,0.998940281,lower,0.017109315,1.82E-05,0.003999872,0.978872578,0.363428447,7.83E-06,1.08E-04,0.63645548,1,#hamjakumbana#
sw,2.29E-04,3.31E-05,0.002644051,2.04E-05,0.997073516,lower,0.142248419,1.20E-05,1.26E-04,0.857614079,5.30E-06,1.82E-04,6.64E-04,0.999148352,1,#na#
sw,0.017993677,5.68E-05,1.88E-04,3.46E-06,0.981758537,lower,0.001478005,4.78E-05,8.28E-04,0.997646438,0.017109315,1.82E-05,0.003999872,0.978872578,1,#chochote#
sw,1.83E-04,3.96E-05,7.80E-04,1.08E-05,0.998986367,lower,0.414691303,4.65E-04,8.32E-04,0.584011668,0.142248419,1.20E-05,1.26E-04,0.857614079,1,#kule#
sw,0.012657002,8.67E-04,2.26E-04,7.49E-04,0.98550119,other,3.88E-04,3.44E-05,4.23E-04,0.999154257,0.001478005,4.78E-05,8.28E-04,0.997646438,0,#m23#
sw,5.85E-05,3.71E-05,5.47E-04,7.94E-07,0.999356783,lower,0.024743278,1.05E-05,4.14E-05,0.975204778,0.414691303,4.65E-04,8.32E-04,0.584011668,1,#walikua#
sw,0.001994285,4.12E-05,5.01E-05,1.64E-06,0.9979127,lower,1.97E-08,2.46E-05,0.001760862,0.99821456,3.88E-04,3.44E-05,4.23E-04,0.999154257,1,#watoto#
sw,1.68E-08,3.30E-05,0.001228716,1.25E-07,0.998738171,lower,0.095897128,2.93E-04,0.003798009,0.90001154,0.024743278,1.05E-05,4.14E-05,0.975204778,1,#waliokabidhiwa#
sw,0.001858079,6.29E-04,0.001272154,5.75E-04,0.995664985,other,0.017109315,1.82E-05,0.003999872,0.978872578,1.97E-08,2.46E-05,0.001760862,0.99821456,0,#ak47#
sw,2.11E-04,3.59E-05,0.002676993,2.03E-05,0.997055489,lower,3.62E-06,9.37E-04,3.83E-06,0.999055109,0.095897128,2.93E-04,0.003798009,0.90001154,1,#na#
sw,1.40E-07,6.85E-04,6.58E-06,1.07E-07,0.999308357,lower,3.08E-05,0.00182531,0.001500493,0.996643392,0.017109315,1.82E-05,0.003999872,0.978872578,1,#kulazimishwa#
sw,1.03E-05,6.13E-04,0.001354782,7.88E-07,0.998021542,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,3.62E-06,9.37E-04,3.83E-06,0.999055109,1,#kupigana#
punc,3.86E-07,8.29E-05,2.71E-05,0.998452197,0.001437406,numsym,0.102428513,2.42E-05,5.51E-04,0.896996063,3.08E-05,0.00182531,0.001500493,0.996643392,0,#.#
sw,0.018732031,4.78E-05,5.25E-04,5.83E-05,0.980636871,initcap,0.00139862,7.43E-05,0.004214272,0.994312819,0,0,0,0,1,#afu#
sw,2.77E-05,4.27E-05,0.003108672,6.53E-06,0.996814363,lower,0.414691303,4.65E-04,8.32E-04,0.584011668,0.102428513,2.42E-05,5.51E-04,0.896996063,1,#kumbuka#
sw,0.012707673,8.68E-04,2.33E-04,7.50E-04,0.985442349,other,3.88E-04,3.44E-05,4.23E-04,0.999154257,0.00139862,7.43E-05,0.004214272,0.994312819,0,#m23#
sw,5.65E-05,3.81E-05,5.50E-04,7.98E-07,0.999355033,lower,0.008601102,0.007905623,1.76E-06,0.983491515,0.414691303,4.65E-04,8.32E-04,0.584011668,1,#walikua#
sw,0.003772338,0.011085655,2.52E-06,9.77E-07,0.98513851,lower,0.001566506,8.98E-05,3.28E-04,0.998015707,3.88E-04,3.44E-05,4.23E-04,0.999154257,0,#kimaslahi#
sw,2.88E-05,2.32E-04,4.70E-04,7.31E-06,0.999261127,lower,8.55E-04,6.15E-04,0.002147517,0.996383195,0.008601102,0.007905623,1.76E-06,0.983491515,1,#zaidi#
sw,8.90E-06,9.84E-04,0.001437581,2.68E-06,0.997566732,lower,0.016543815,6.49E-06,5.02E-04,0.982947291,0.001566506,8.98E-05,3.28E-04,0.998015707,1,#maana#
sw,9.31E-05,1.99E-05,3.11E-04,1.02E-05,0.999566053,lower,0.003144054,1.04E-05,5.39E-04,0.996306776,8.55E-04,6.15E-04,0.002147517,0.996383195,1,#yao#
sw,1.96E-05,2.49E-05,7.01E-04,1.95E-06,0.999252256,lower,0.007139445,4.55E-05,5.99E-04,0.992216005,0.016543815,6.49E-06,5.02E-04,0.982947291,1,#ilikua#
sw,8.59E-05,9.50E-05,5.00E-04,2.31E-05,0.999295502,lower,0.006520661,0.001083773,8.36E-05,0.992311971,0.003144054,1.04E-05,5.39E-04,0.996306776,1,#ni#
sw,5.78E-05,0.00249818,1.25E-04,1.09E-06,0.997317863,lower,0.001478005,4.78E-05,8.28E-04,0.997646438,0.007139445,4.55E-05,5.99E-04,0.992216005,1,#madini#
sw,7.49E-04,2.03E-05,7.83E-04,1.12E-05,0.998435792,lower,0.987952502,1.96E-04,1.49E-04,0.011702933,0.006520661,0.001083773,8.36E-05,0.992311971,1,#kule#
en,0.895560689,1.62E-04,3.63E-05,8.42E-04,0.103399015,allcaps,0.778456433,2.06E-04,5.49E-04,0.220788033,0.001478005,4.78E-05,8.28E-04,0.997646438,0,#drc#
punc,2.14E-05,2.28E-05,2.22E-05,0.999904651,2.89E-05,numsym,0.053254777,1.92E-06,3.88E-04,0.946355353,0.987952502,1.96E-04,1.49E-04,0.011702933,0,#.#
sw,0.030737575,2.82E-06,3.98E-04,2.84E-05,0.968833135,initcap,0.026973843,2.50E-04,1.69E-04,0.972606506,0,0,0,0,1,#elewa#
sw,3.56E-04,6.46E-04,8.76E-05,5.12E-05,0.99885878,capital,0.007139445,4.55E-05,5.99E-04,0.992216005,0.053254777,1.92E-06,3.88E-04,0.946355353,0,#alshabaab#
sw,9.28E-05,9.28E-05,5.00E-04,2.31E-05,0.999291556,lower,2.07E-04,7.09E-05,9.24E-04,0.99879817,0.026973843,2.50E-04,1.69E-04,0.972606506,1,#ni#
sw,4.81E-06,1.12E-04,0.00110819,9.44E-07,0.998773618,lower,3.83E-04,1.43E-05,6.83E-04,0.998919513,0.007139445,4.55E-05,5.99E-04,0.992216005,1,#wapiganaji#
sw,1.96E-05,3.90E-05,0.001068828,6.62E-08,0.998872492,lower,3.98E-04,1.17E-04,2.43E-04,0.999242845,2.07E-04,7.09E-05,9.24E-04,0.99879817,1,#wamejitolea#
sw,3.12E-05,1.81E-04,2.06E-04,1.54E-05,0.999565828,lower,0.017109315,1.82E-05,0.003999872,0.978872578,3.83E-04,1.43E-05,6.83E-04,0.998919513,1,#kufa#
sw,1.40E-04,4.09E-05,0.002645653,2.02E-05,0.997153154,lower,9.47E-08,1.89E-04,5.71E-05,0.999753481,3.98E-04,1.17E-04,2.43E-04,0.999242845,1,#na#
sw,1.36E-07,1.93E-04,4.62E-05,2.32E-07,0.999760514,lower,0.017109315,1.82E-05,0.003999872,0.978872578,0.017109315,1.82E-05,0.003999872,0.978872578,1,#wanafadhiliwa#
sw,1.40E-04,4.09E-05,0.002643479,2.02E-05,0.997155075,lower,3.95E-04,9.31E-04,6.73E-05,0.99860663,9.47E-08,1.89E-04,5.71E-05,0.999753481,1,#na#
sw,1.97E-04,0.002355816,7.74E-05,1.32E-06,0.997368187,lower,0.0234284,1.92E-06,6.63E-04,0.975906572,0.017109315,1.82E-05,0.003999872,0.978872578,1,#mataifa#
sw,2.79E-04,4.76E-06,5.51E-04,2.61E-05,0.999139023,lower,0.153521584,1.08E-05,6.62E-04,0.845805624,3.95E-04,9.31E-04,6.73E-05,0.99860663,1,#ya#
sw,0.017645858,5.20E-06,6.41E-04,3.12E-05,0.981677242,capital,0.778456433,2.06E-04,5.49E-04,0.220788033,0.0234284,1.92E-06,6.63E-04,0.975906572,1,#kiarabu#
punc,5.20E-07,7.79E-05,2.64E-05,0.998819925,0.00107528,numsym,0.001654217,3.48E-06,0.00169762,0.99664468,0.153521584,1.08E-05,6.62E-04,0.845805624,0,#.#
sw,7.66E-04,5.77E-06,0.002738335,1.46E-05,0.996475651,initcap,0.007139445,4.55E-05,5.99E-04,0.992216005,0,0,0,0,1,#wengi#
sw,8.34E-05,9.61E-05,5.08E-04,2.31E-05,0.999289075,lower,2.07E-04,7.09E-05,9.24E-04,0.99879817,0.001654217,3.48E-06,0.00169762,0.99664468,1,#ni#
sw,5.27E-06,1.08E-04,0.001105088,9.46E-07,0.998780607,lower,0.026786798,3.42E-06,4.10E-04,0.972800033,0.007139445,4.55E-05,5.99E-04,0.992216005,1,#wapiganaji#
sw,8.98E-04,9.61E-06,3.29E-04,2.50E-05,0.998738191,lower,0.023497316,1.02E-05,8.28E-04,0.975664809,2.07E-04,7.09E-05,9.24E-04,0.99879817,1,#wa#
sw,3.83E-04,2.54E-05,0.001080212,1.74E-06,0.998509674,lower,5.77E-05,1.16E-04,1.60E-04,0.999666475,0.026786798,3.42E-06,4.10E-04,0.972800033,1,#kigeni#
sw,3.84E-06,2.08E-04,2.51E-04,2.65E-07,0.999536681,lower,0.017109315,1.82E-05,0.003999872,0.978872578,0.023497316,1.02E-05,8.28E-04,0.975664809,1,#waliokuja#
sw,1.40E-04,4.09E-05,0.002647153,2.02E-05,0.99715164,lower,5.73E-04,2.34E-05,2.42E-04,0.99916092,5.77E-05,1.16E-04,1.60E-04,0.999666475,1,#na#
sw,1.69E-05,4.45E-05,3.09E-04,2.34E-05,0.999606651,lower,0.017109315,1.82E-05,0.003999872,0.978872578,0.017109315,1.82E-05,0.003999872,0.978872578,1,#ujuzi#
sw,1.43E-04,4.06E-05,0.002649932,2.02E-05,0.997146722,lower,0.004820197,1.09E-04,3.45E-04,0.99472641,5.73E-04,2.34E-05,2.42E-04,0.99916092,1,#na#
sw,1.54E-04,1.68E-04,1.85E-04,8.55E-07,0.999492389,lower,0.013001696,7.44E-06,2.36E-04,0.986755043,0.017109315,1.82E-05,0.003999872,0.978872578,1,#silaha#
sw,1.11E-04,1.95E-05,2.21E-04,5.78E-05,0.999590882,lower,0.005407054,1.08E-04,3.17E-04,0.994167829,0.004820197,1.09E-04,3.45E-04,0.99472641,1,#za#
sw,3.77E-04,7.84E-05,3.20E-04,2.13E-06,0.999222148,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.013001696,7.44E-06,2.36E-04,0.986755043,1,#kiaina#
punc,2.81E-07,9.49E-05,2.70E-05,0.99791349,0.001964269,numsym,0.005231131,3.36E-04,0.001490792,0.992941784,0.005407054,1.08E-04,3.17E-04,0.994167829,0,#.#
sw,0.002341206,2.80E-04,0.001117663,4.38E-05,0.996217021,initcap,5.50E-05,6.09E-05,0.001275784,0.998608305,0,0,0,0,1,#jamaa#
sw,2.19E-06,6.93E-05,9.65E-04,9.70E-07,0.998962607,lower,0.109907458,6.43E-06,1.60E-04,0.889926351,0.005231131,3.36E-04,0.001490792,0.992941784,1,#wanapigania#
sw,7.93E-04,2.30E-05,1.09E-04,7.54E-06,0.999067439,lower,0.017109315,1.82E-05,0.003999872,0.978872578,5.50E-05,6.09E-05,0.001275784,0.998608305,1,#dini#
sw,2.23E-04,3.52E-05,0.002596937,2.03E-05,0.997124725,lower,4.54E-05,3.34E-05,4.75E-04,0.999446456,0.109907458,6.43E-06,1.60E-04,0.889926351,1,#na#
sw,1.62E-06,5.01E-05,4.70E-04,1.36E-06,0.999477193,lower,0.002463088,5.14E-06,1.25E-04,0.997406662,0.017109315,1.82E-05,0.003999872,0.978872578,1,#hakuna#
sw,7.68E-05,1.52E-05,1.26E-04,6.74E-06,0.999774973,lower,0.002606016,2.36E-06,0.002185628,0.995205999,4.54E-05,3.34E-05,4.75E-04,0.999446456,1,#kitu#
sw,6.02E-05,7.72E-06,0.003364508,2.61E-06,0.996564997,lower,0.00395574,5.91E-05,0.00132108,0.994664048,0.002463088,5.14E-06,1.25E-04,0.997406662,1,#hatari#
sw,6.41E-05,7.52E-05,9.83E-04,6.65E-06,0.998871243,lower,0.146663729,1.04E-05,1.08E-04,0.853217712,0.002606016,2.36E-06,0.002185628,0.995205999,1,#kama#
sw,0.002057989,3.79E-05,1.05E-04,6.31E-06,0.997792712,lower,5.78E-04,7.89E-06,4.78E-04,0.99893673,0.00395574,5.91E-05,0.00132108,0.994664048,1,#hicho#
sw,4.48E-05,1.92E-05,3.46E-04,1.24E-05,0.999577355,lower,0.001356873,4.85E-05,9.01E-04,0.997693671,0.146663729,1.04E-05,1.08E-04,0.853217712,1,#mtu#
sw,2.29E-05,1.34E-04,8.66E-04,1.43E-06,0.998975454,lower,0.007793096,1.19E-05,0.001100091,0.991094869,5.78E-04,7.89E-06,4.78E-04,0.99893673,1,#ashajua#
sw,0.001023007,4.22E-05,9.41E-04,3.30E-06,0.997990338,lower,1.04E-04,5.30E-06,0.005259413,0.99463174,0.001356873,4.85E-05,9.01E-04,0.997693671,1,#akifa#
sw,4.90E-06,1.61E-05,0.003926599,9.45E-07,0.996051484,lower,9.22E-06,3.70E-04,2.65E-04,0.999355672,0.007793096,1.19E-05,0.001100091,0.991094869,1,#ataenda#
sw,1.31E-06,4.28E-04,4.69E-04,4.36E-06,0.999097773,lower,0.017109315,1.82E-05,0.003999872,0.978872578,1.04E-04,5.30E-06,0.005259413,0.99463174,1,#kuzimu#
sw,1.42E-04,4.11E-05,0.002957485,2.04E-05,0.996838504,lower,2.09E-07,3.32E-04,0.015768278,0.983899881,9.22E-06,3.70E-04,2.65E-04,0.999355672,1,#na#
sw,1.17E-08,3.15E-04,0.006188551,4.34E-07,0.993495689,lower,3.15E-04,9.57E-05,0.002886095,0.996703449,0.017109315,1.82E-05,0.003999872,0.978872578,1,#kukabidhiwa#
sw,1.73E-04,5.20E-05,0.001642695,1.10E-06,0.998131476,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,2.09E-07,3.32E-04,0.015768278,0.983899881,1,#mabikira#
punc,4.28E-07,9.10E-05,2.89E-05,0.99859353,0.0012862,numsym,0.062564899,0.091544973,2.33E-04,0.845657609,3.15E-04,9.57E-05,0.002886095,0.996703449,0,#.#
sw,0.28163552,0.10294009,3.55E-04,8.08E-05,0.614989101,,2.11E-07,1.44E-05,9.44E-04,0.999041457,0,0,0,0,,Post:7136381
sw,3.60E-07,1.17E-05,7.77E-04,1.71E-06,0.999209278,initcap,0.017109315,1.82E-05,0.003999872,0.978872578,0,0,0,0,1,#watakabidhiwa#
sw,1.42E-04,4.08E-05,0.002699527,2.02E-05,0.997097944,lower,0.002661148,1.02E-04,0.002133882,0.995103141,2.11E-07,1.44E-05,9.44E-04,0.999041457,1,#na#
sw,4.48E-05,1.33E-04,0.001664161,1.62E-05,0.998141953,capital,0.002375324,6.51E-06,3.15E-05,0.99758671,0.017109315,1.82E-05,0.003999872,0.978872578,1,#wananchi#
sw,6.30E-05,1.55E-05,9.29E-05,5.02E-07,0.999828123,lower,0.00395574,5.91E-05,0.00132108,0.994664048,0.002661148,1.02E-04,0.002133882,0.995103141,1,#wazalendo#
sw,3.85E-05,9.36E-05,9.75E-04,6.57E-06,0.998886031,lower,1.74E-09,2.23E-05,8.60E-04,0.999117647,0.002375324,6.51E-06,3.15E-05,0.99758671,1,#kama#
sw,1.61E-09,3.15E-05,7.75E-04,6.10E-08,0.99919306,lower,0.032238481,1.59E-04,5.06E-05,0.967551461,0.00395574,5.91E-05,0.00132108,0.994664048,1,#walivyokabidhiwa#
sw,0.001584982,3.64E-04,7.37E-05,2.18E-06,0.997974815,lower,0.102683844,3.82E-06,1.59E-04,0.89715335,1.74E-09,2.23E-05,8.60E-04,0.999117647,1,#majimbo#
sw,0.001502102,1.52E-05,1.76E-04,5.30E-06,0.998301045,lower,0.008481889,2.16E-04,1.17E-04,0.991185479,0.032238481,1.59E-04,5.06E-05,0.967551461,1,#yote#
sw,0.001948434,4.56E-04,1.54E-04,1.15E-06,0.997440731,lower,0.0234284,1.92E-06,6.63E-04,0.975906572,0.102683844,3.82E-06,1.59E-04,0.89715335,1,#mawili#
sw,8.07E-04,3.11E-06,7.05E-04,2.76E-05,0.998458146,lower,0.438881524,5.79E-05,0.037122637,0.523937945,0.008481889,2.16E-04,1.17E-04,0.991185479,1,#ya#
sw,0.018540674,4.93E-05,0.008623952,2.82E-05,0.972757837,capital,0.317215636,1.92E-04,4.64E-04,0.682128684,0.0234284,1.92E-06,6.63E-04,0.975906572,1,#mwanza#
sw,0.262843804,3.84E-05,8.94E-05,0.003781294,0.733247063,numsym,0.778456433,2.06E-04,5.49E-04,0.220788033,0.438881524,5.79E-05,0.037122637,0.523937945,0,#2010#
punc,1.67E-06,5.82E-05,2.67E-05,0.999566368,3.47E-04,numsym,0.068451358,0.090866328,2.29E-04,0.8404531,0.317215636,1.92E-04,4.64E-04,0.682128684,0,#.#
sw,0.386735466,0.064522926,3.23E-04,4.64E-05,0.54837274,,0.294757574,7.50E-06,5.58E-04,0.70467718,0,0,0,0,,Post:5047633
sw,0.085704604,1.25E-05,3.30E-04,1.09E-04,0.913843898,initcap,0.0234284,1.92E-06,6.63E-04,0.975906572,0,0,0,0,1,#dua#
sw,5.78E-04,3.98E-06,5.38E-04,2.62E-05,0.998854487,lower,0.002157531,6.77E-06,0.004104665,0.993731034,0.294757574,7.50E-06,5.58E-04,0.70467718,1,#ya#
sw,0.001525016,7.82E-06,0.001691326,5.69E-06,0.996770153,lower,0.61047462,2.03E-04,5.41E-04,0.388780687,0.0234284,1.92E-06,6.63E-04,0.975906572,1,#mwewe#
punc,2.04E-05,1.33E-04,4.77E-05,0.994876585,0.004922129,numsym,0.084706999,0.090419348,2.26E-04,0.824647896,0.002157531,6.77E-06,0.004104665,0.993731034,0,#...#
en,0.563059382,0.028165132,3.24E-04,7.34E-05,0.408377868,,0.919631402,0.010722603,1.11E-05,0.069634854,0,0,0,0,,Post:4724059
en,0.988307223,0.005021149,3.49E-05,2.08E-04,0.006428813,allcaps,0.997621143,7.67E-04,3.89E-05,0.001572925,0,0,0,0,0,#udom#
en,0.999846936,9.50E-05,2.83E-05,9.22E-06,2.06E-05,allcaps,0.998491301,1.61E-04,2.50E-05,0.001322197,0.919631402,0.010722603,1.11E-05,0.069634854,0,#university#
en,0.998480992,3.44E-05,1.06E-05,4.07E-04,0.001066731,allcaps,0.876663437,2.71E-04,2.60E-05,0.123039651,0.997621143,7.67E-04,3.89E-05,0.001572925,0,#of#
en,0.956570908,2.75E-05,9.35E-06,7.33E-05,0.043318944,allcaps,0.778456433,2.06E-04,5.49E-04,0.220788033,0.998491301,1.61E-04,2.50E-05,0.001322197,1,#dodoma#
punc,2.57E-05,2.31E-05,2.39E-05,0.999903286,2.41E-05,numsym,0.172179603,0.091649969,2.35E-04,0.735935294,0.876663437,2.71E-04,2.60E-05,0.123039651,0,#.#
sw,0.258030883,0.108465472,3.72E-04,1.29E-04,0.633002777,,1.58E-05,1.40E-05,1.26E-04,0.9998439,0,0,0,0,,Post:89370
sw,8.03E-06,1.35E-05,2.04E-04,5.59E-06,0.999769052,initcap,0.017301451,8.87E-06,5.96E-04,0.982093457,0,0,0,0,1,#utawaweza#
sw,0.001546637,1.15E-05,3.47E-04,9.18E-06,0.998085988,lower,0.61047462,2.03E-04,5.41E-04,0.388780687,1.58E-05,1.40E-05,1.26E-04,0.9998439,1,#hao#
punc,1.27E-05,1.43E-04,4.37E-05,0.991831458,0.007969471,numsym,2.27E-06,0.001206147,6.15E-05,0.998730053,0.017301451,8.87E-06,5.96E-04,0.982093457,0,#...#
sw,6.43E-06,8.47E-04,7.95E-05,5.18E-06,0.99906199,initcap,0.00788314,2.27E-06,6.42E-04,0.991472694,0,0,0,0,1,#unafiki#
sw,1.67E-04,8.31E-06,5.22E-04,2.43E-05,0.999278762,lower,0.017109315,1.82E-05,0.003999872,0.978872578,2.27E-06,0.001206147,6.15E-05,0.998730053,1,#tu#
sw,2.38E-04,3.27E-05,0.002637473,2.04E-05,0.997071158,lower,0.144366617,1.59E-05,6.28E-05,0.855554663,0.00788314,2.27E-06,6.42E-04,0.991472694,1,#na#
sw,0.009976951,6.07E-05,7.78E-05,1.09E-05,0.989873556,lower,0.028054615,1.37E-05,0.001031233,0.970900421,0.017109315,1.82E-05,0.003999872,0.978872578,1,#wivu#
sw,5.09E-04,3.32E-05,5.09E-04,7.66E-06,0.998940679,lower,6.17E-05,8.48E-05,6.65E-05,0.999786986,0.144366617,1.59E-05,6.28E-05,0.855554663,1,#ndio#
sw,1.72E-04,5.29E-05,5.08E-05,9.86E-07,0.999723483,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.028054615,1.37E-05,0.001031233,0.970900421,1,#vimewajaa#
punc,3.80E-06,3.09E-05,2.61E-05,0.999782793,1.56E-04,numsym,0.764502328,2.20E-04,2.94E-05,0.235248447,6.17E-05,8.48E-05,6.65E-05,0.999786986,0,#.#
en,0.788258225,3.44E-04,4.99E-05,2.01E-05,0.21132785,initcap,0.423074805,2.51E-04,2.12E-04,0.576461648,0,0,0,0,0,#rostam#
sw,0.404729527,2.92E-04,2.28E-04,2.60E-04,0.594490088,capital,0.007139445,4.55E-05,5.99E-04,0.992216005,0.764502328,2.20E-04,2.94E-05,0.235248447,0,#aziz#
sw,4.98E-04,5.37E-05,4.62E-04,2.35E-05,0.998962306,lower,5.78E-04,7.89E-06,4.78E-04,0.99893673,0.423074805,2.51E-04,2.12E-04,0.576461648,1,#ni#
sw,2.71E-05,2.24E-05,3.55E-04,1.23E-05,0.999582761,lower,0.026786798,3.42E-06,4.10E-04,0.972800033,0.007139445,4.55E-05,5.99E-04,0.992216005,1,#mtu#
sw,8.38E-04,9.91E-06,3.31E-04,2.49E-05,0.998796387,lower,0.002606016,2.36E-06,0.002185628,0.995205999,5.78E-04,7.89E-06,4.78E-04,0.99893673,1,#wa#
sw,6.61E-05,7.50E-06,0.00335245,2.61E-06,0.996571353,lower,0.001285472,3.82E-05,0.001115519,0.997560848,0.026786798,3.42E-06,4.10E-04,0.972800033,1,#hatari#
sw,1.13E-05,8.53E-05,8.68E-04,3.28E-06,0.999032194,lower,0.003259823,6.14E-06,2.15E-04,0.996519251,0.002606016,2.36E-06,0.002185628,0.995205999,1,#sana#
sw,4.82E-05,1.29E-05,1.69E-04,2.02E-05,0.999749265,lower,0.028297492,9.07E-06,5.54E-04,0.971139311,0.001285472,3.82E-05,0.001115519,0.997560848,1,#kwa#
sw,4.09E-04,2.84E-05,4.22E-04,8.00E-06,0.999132306,lower,0.014185378,8.17E-07,6.38E-04,0.985175605,0.003259823,6.14E-06,2.15E-04,0.996519251,1,#nchi#
sw,4.21E-04,2.43E-06,5.72E-04,4.79E-06,0.998999413,lower,0.017109315,1.82E-05,0.003999872,0.978872578,0.028297492,9.07E-06,5.54E-04,0.971139311,1,#yetu#
sw,1.50E-04,4.01E-05,0.002714794,2.03E-05,0.997074548,lower,0.001574097,0.001054308,0.003587743,0.993783852,0.014185378,8.17E-07,6.38E-04,0.985175605,1,#na#
sw,3.02E-06,0.002422064,0.001979858,8.19E-07,0.995594242,lower,0.009105905,2.63E-05,5.96E-05,0.990808243,0.017109315,1.82E-05,0.003999872,0.978872578,1,#inabidi#
sw,3.56E-04,6.91E-05,9.21E-05,2.10E-06,0.999480331,lower,0.161487175,1.69E-04,4.45E-04,0.83789789,0.001574097,0.001054308,0.003587743,0.993783852,1,#azuiwe#
sw,0.005010372,4.14E-04,3.28E-04,1.60E-05,0.994231418,lower,4.52E-05,1.09E-06,1.85E-05,0.999935197,0.009105905,2.63E-05,5.96E-05,0.990808243,0,#kabla#
sw,3.45E-06,1.62E-06,4.74E-05,1.24E-07,0.999947378,lower,0.028297492,9.07E-06,5.54E-04,0.971139311,0.161487175,1.69E-04,4.45E-04,0.83789789,1,#hayatumbukiza#
sw,3.99E-04,2.87E-05,4.24E-04,8.00E-06,0.999140241,lower,0.01060484,1.56E-05,0.001436673,0.987942839,4.52E-05,1.09E-06,1.85E-05,0.999935197,1,#nchi#
sw,0.001419329,4.05E-05,8.38E-04,2.99E-06,0.997699024,lower,1.12E-04,2.86E-04,1.63E-04,0.999438096,0.028297492,9.07E-06,5.54E-04,0.971139311,1,#katika#
sw,5.78E-04,2.21E-04,1.63E-04,1.80E-06,0.999036747,lower,0.778456433,2.06E-04,5.49E-04,0.220788033,0.01060484,1.56E-05,0.001436673,0.987942839,1,#matatizo#
punc,2.69E-07,9.63E-05,2.67E-05,0.997811843,0.002064812,numsym,2.40E-05,3.50E-04,8.51E-06,0.999617619,1.12E-04,2.86E-04,1.63E-04,0.999438096,0,#.#
sw,1.17E-05,4.49E-04,2.09E-05,4.37E-06,0.999513845,initcap,0.002517651,2.07E-05,1.59E-05,0.997445758,0,0,0,0,1,#aliwamaliza#
sw,3.26E-05,4.87E-05,4.23E-05,1.12E-06,0.999875382,lower,0.027087721,1.50E-05,2.05E-05,0.972876824,2.40E-05,3.50E-04,8.51E-06,0.999617619,1,#wapinzani#
sw,0.001816525,3.77E-05,1.64E-05,3.81E-06,0.998125528,lower,0.026786798,3.42E-06,4.10E-04,0.972800033,0.002517651,2.07E-05,1.59E-05,0.997445758,1,#kibao#
sw,9.70E-04,9.41E-06,3.26E-04,2.50E-05,0.998670222,lower,0.012851416,3.53E-06,0.001208688,0.985936366,0.027087721,1.50E-05,2.05E-05,0.972876824,1,#wa#
sw,5.36E-04,9.81E-06,0.001928382,1.82E-06,0.997523982,lower,0.003287711,2.07E-05,0.005496727,0.991194864,0.026786798,3.42E-06,4.10E-04,0.972800033,1,#kikwete#
sw,4.59E-05,4.91E-05,0.001572718,5.10E-06,0.998327248,lower,0.0234284,1.92E-06,6.63E-04,0.975906572,0.012851416,3.53E-06,0.001208688,0.985936366,1,#ndani#
sw,2.03E-04,5.48E-06,5.74E-04,2.58E-05,0.999191188,lower,0.057232704,1.73E-05,6.66E-05,0.942683401,0.003287711,2.07E-05,0.005496727,0.991194864,1,#ya#
sw,0.010928277,9.05E-05,6.21E-05,9.69E-05,0.988822237,lower,0.017109315,1.82E-05,0.003999872,0.978872578,0.0234284,1.92E-06,6.63E-04,0.975906572,0,#ccm#
sw,1.88E-04,3.70E-05,0.002619939,2.02E-05,0.997135076,lower,0.01503179,1.58E-05,5.01E-04,0.98445159,0.057232704,1.73E-05,6.66E-05,0.942683401,1,#na#
sw,1.69E-04,5.42E-05,5.15E-04,8.18E-06,0.999254097,lower,2.00E-05,3.09E-05,0.006171975,0.993777166,0.017109315,1.82E-05,0.003999872,0.978872578,1,#sasa#
sw,3.47E-05,1.78E-05,0.006589898,1.42E-06,0.993356116,lower,0.996507313,2.03E-04,3.88E-05,0.003250806,0.01503179,1.58E-05,5.01E-04,0.98445159,1,#amepata#
en,0.950228739,5.17E-04,7.26E-05,3.88E-07,0.049181239,lower,0.999669253,2.70E-05,5.85E-05,2.45E-04,2.00E-05,3.09E-05,0.006171975,0.993777166,0,#another#
